t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0004,0.0601,150.1495
0.01,9e-06,1.0,0.999992,0.004398,0.6666,151.5711
0.02,2.2e-05,1.0,0.99998,0.008392,1.2827,152.8566
0.03,3.4e-05,1.0,0.999967,0.012381,1.907,154.0195
0.04,4.7e-05,1.0,0.999954,0.016367,2.538,155.0715
0.05,6e-05,1.0,0.999941,0.020349,3.1748,156.0231
0.06,7.3e-05,1.0,0.999928,0.024326,3.8164,156.8839
0.07,8.6e-05,1.0,0.999915,0.0283,4.4618,157.6626
0.08,9.9e-05,1.0,0.999902,0.032269,5.1104,158.3669
0.09,0.000112,1.0,0.999889,0.036235,5.7615,159.0039
0.1,0.000125,1.0,0.999876,0.040196,6.4145,159.5801
0.11,0.000139,1.0,0.999863,0.044154,7.0691,160.1012
0.12,0.000152,1.0,0.999849,0.048107,7.7247,160.5725
0.13,0.000165,1.0,0.999836,0.052057,8.3811,160.9987
0.14,0.000179,1.0,0.999823,0.056002,9.0379,161.3841
0.15,0.000192,1.0,0.999809,0.059944,9.6949,161.7326
0.16,0.000205,1.0,0.999796,0.063881,10.3518,162.0477
0.17,0.000218,1.0,0.999783,0.067815,11.0085,162.3326
0.18,0.000232,1.0,0.99977,0.071744,11.6649,162.5901
0.19,0.000245,1.0,0.999756,0.07567,12.3208,162.8229
0.2,0.000258,1.0,0.999743,0.079591,12.976,163.0334
0.21,0.000272,1.0,0.99973,0.083509,13.6306,163.2235
0.22,0.000285,1.0,0.999716,0.087423,14.2844,163.3954
0.23,0.000298,1.0,0.999703,0.091332,14.9374,163.5506
0.24,0.000311,1.0,0.99969,0.095238,15.5896,163.6909
0.25,0.000325,1.0,0.999677,0.09914,16.2408,163.8176
0.26,0.000338,1.0,0.999664,0.103037,16.8911,163.932
0.27,0.000351,1.0,0.99965,0.106931,17.5405,164.0353
0.28,0.000364,1.0,0.999637,0.110821,18.1889,164.1285
0.29,0.000377,1.0,0.999624,0.114707,18.8364,164.2127
0.3,0.00039,1.0,0.999611,0.118589,19.4828,164.2886
0.31,0.000403,1.0,0.999598,0.122467,20.1283,164.3571
0.32,0.000416,1.0,0.999585,0.126341,20.7729,164.4188
0.33,0.000429,1.0,0.999572,0.130212,21.4165,164.4744
0.34,0.000443,1.0,0.999559,0.134078,22.0591,164.5246
0.35000000000000003,0.000456,1.0,0.999546,0.13794,22.7008,164.5697
0.36,0.000469,1.0,0.999533,0.141799,23.3415,164.6103
0.37,0.000481,1.0,0.99952,0.145653,23.9814,164.6468
0.38,0.000494,1.0,0.999507,0.149504,24.6203,164.6797
0.39,0.000507,1.0,0.999494,0.153351,25.2583,164.7091
0.4,0.00052,1.0,0.999481,0.157194,25.8954,164.7356
0.41000000000000003,0.000533,1.0,0.999468,0.161033,26.5316,164.7593
0.42,0.000546,1.0,0.999455,0.164868,27.167,164.7806
0.43,0.000559,1.0,0.999442,0.168699,27.8015,164.7996
0.44,0.000572,1.0,0.99943,0.172526,28.4352,164.8166
0.45,0.000585,1.0,0.999417,0.17635,29.068,164.8317
0.46,0.000597,1.0,0.999404,0.180169,29.7,164.8452
0.47000000000000003,0.00061,1.0,0.999391,0.183985,30.3312,164.8572
0.48,0.000623,1.0,0.999378,0.187797,30.9616,164.8678
0.49,0.000636,1.0,0.999366,0.191605,31.5913,164.8772
0.5,0.000649,1.0,0.999353,0.195409,32.2199,164.8845
0.51,0.000661,1.0,0.99934,0.199209,32.846,164.8822
0.52,0.000674,1.0,0.999327,0.203005,33.4715,164.8799
0.53,0.000687,1.0,0.999315,0.206798,34.0964,164.8777
0.54,0.000699,1.0,0.999302,0.210587,34.7206,164.8754
0.55,0.000712,1.0,0.999289,0.214372,35.3441,164.8731
0.56,0.000724,1.0,0.999277,0.218153,35.967,164.8708
0.5700000000000001,0.000737,1.0,0.999264,0.22193,36.5893,164.8686
0.58,0.00075,1.0,0.999252,0.225703,37.2109,164.8663
0.59,0.000762,1.0,0.999239,0.229473,37.8318,164.864
0.6,0.000775,1.0,0.999226,0.233239,38.4521,164.8617
0.61,0.000787,1.0,0.999214,0.237001,39.0718,164.8595
0.62,0.0008,1.0,0.999201,0.240759,39.6908,164.8572
0.63,0.000813,1.0,0.999189,0.244513,40.3092,164.855
0.64,0.000825,1.0,0.999176,0.248264,40.9269,164.8527
0.65,0.000838,1.0,0.999164,0.25201,41.544,164.8505
0.66,0.00085,1.0,0.999151,0.255753,42.1605,164.8482
0.67,0.000863,1.0,0.999139,0.259492,42.7763,164.846
0.68,0.000875,1.0,0.999126,0.263228,43.3914,164.8437
0.6900000000000001,0.000887,1.0,0.999114,0.266959,44.006,164.8415
0.7000000000000001,0.0009,1.0,0.999101,0.270687,44.6199,164.8392
0.71,0.000912,1.0,0.999089,0.274411,45.2331,164.837
0.72,0.000925,1.0,0.999077,0.278131,45.8457,164.8347
0.73,0.000937,1.0,0.999064,0.281848,46.4577,164.8325
0.74,0.00095,1.0,0.999052,0.285561,47.069,164.8303
0.75,0.000962,1.0,0.999039,0.28927,47.6797,164.828
0.76,0.000974,1.0,0.999027,0.292975,48.2898,164.8258
0.77,0.000987,1.0,0.999015,0.296676,48.8992,164.8236
0.78,0.000999,1.0,0.999002,0.300374,49.508,164.8214
0.79,0.001011,1.0,0.99899,0.304068,50.1162,164.8191
0.8,0.001024,1.0,0.998978,0.307758,50.7237,164.8169
0.81,0.001036,1.0,0.998965,0.311444,51.3306,164.8147
0.8200000000000001,0.001048,1.0,0.998953,0.315127,51.9369,164.8125
0.8300000000000001,0.00106,1.0,0.998941,0.318806,52.5425,164.8103
0.84,0.001073,1.0,0.998928,0.322482,53.1476,164.8081
0.85,0.001085,1.0,0.998916,0.326153,53.7519,164.8059
0.86,0.001097,1.0,0.998904,0.329821,54.3557,164.8037
0.87,0.001109,1.0,0.998892,0.333485,54.9588,164.8015
0.88,0.001122,1.0,0.99888,0.337145,55.5613,164.7993
0.89,0.001134,1.0,0.998867,0.340802,56.1632,164.7971
0.9,0.001146,1.0,0.998855,0.344455,56.7644,164.7949
0.91,0.001158,1.0,0.998843,0.348104,57.3651,164.7927
0.92,0.00117,1.0,0.998831,0.35175,57.9651,164.7905
0.93,0.001183,1.0,0.998819,0.355392,58.5644,164.7883
0.9400000000000001,0.001195,1.0,0.998807,0.35903,59.1632,164.7861
0.9500000000000001,0.001207,1.0,0.998794,0.362665,59.7613,164.7839
0.96,0.001219,1.0,0.998782,0.366296,60.3588,164.7817
0.97,0.001231,1.0,0.99877,0.369923,60.9557,164.7796
0.98,0.001243,1.0,0.998758,0.373546,61.552,164.7774
0.99,0.001255,1.0,0.998746,0.377166,62.1476,164.7752
1.0,0.001267,-1.0,-1.001266,0.379982,62.7697,165.1912
1.01,0.001263,-1.0,-1.001264,0.375599,62.0468,165.1943
1.02,0.001248,-1.0,-1.001249,0.37122,61.3237,165.1949
1.03,0.001233,-1.0,-1.001235,0.366846,60.6013,165.1953
1.04,0.001218,-1.0,-1.00122,0.362476,59.8794,165.1954
1.05,0.001204,-1.0,-1.001205,0.358111,59.1582,165.1952
1.06,0.001189,-1.0,-1.001191,0.35375,58.4377,165.1948
1.07,0.001175,-1.0,-1.001176,0.349394,57.7178,165.1942
1.08,0.00116,-1.0,-1.001162,0.345042,56.9986,165.1933
1.09,0.001146,-1.0,-1.001147,0.340694,56.28,165.1924
1.1,0.001131,-1.0,-1.001132,0.336351,55.5622,165.1912
1.11,0.001116,-1.0,-1.001118,0.332012,54.845,165.19
1.12,0.001102,-1.0,-1.001103,0.327677,54.1285,165.1886
1.1300000000000001,0.001087,-1.0,-1.001089,0.323347,53.4127,165.1871
1.1400000000000001,0.001073,-1.0,-1.001074,0.319021,52.6977,165.1854
