t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0005,0.0751,150.1492
0.01,1.1e-05,1.0,0.99999,0.005493,0.833,151.6477
0.02,2.7e-05,1.0,0.999974,0.010474,1.604,153.1453
0.03,4.3e-05,1.0,0.999959,0.015442,2.388,154.6427
0.04,5.9e-05,1.0,0.999943,0.020397,3.1848,156.1401
0.05,7.5e-05,1.0,0.999926,0.02534,3.9946,157.6373
0.06,9.2e-05,1.0,0.99991,0.030271,4.8172,159.1345
0.07,0.000109,1.0,0.999893,0.035189,5.6525,160.6315
0.08,0.000126,1.0,0.999876,0.040095,6.5006,162.1283
0.09,0.000143,1.0,0.999859,0.044989,7.3613,163.6251
0.1,0.000161,1.0,0.999841,0.04987,8.2272,164.9718
0.11,0.000177,1.0,0.999824,0.054739,9.0303,164.9688
0.12,0.000194,1.0,0.999808,0.059596,9.8313,164.9658
0.13,0.00021,1.0,0.999792,0.06444,10.6303,164.9629
0.14,0.000226,1.0,0.999776,0.069273,11.4273,164.96
0.15,0.000242,1.0,0.99976,0.074093,12.2222,164.9571
0.16,0.000258,1.0,0.999743,0.078901,13.0151,164.9542
0.17,0.000274,1.0,0.999727,0.083697,13.806,164.9513
0.18,0.00029,1.0,0.999711,0.088481,14.5948,164.9484
0.19,0.000306,1.0,0.999695,0.093253,15.3817,164.9455
0.2,0.000322,1.0,0.999679,0.098013,16.1665,164.9427
0.21,0.000338,1.0,0.999664,0.102761,16.9494,164.9398
0.22,0.000354,1.0,0.999648,0.107497,17.7302,164.9369
0.23,0.00037,1.0,0.999632,0.112221,18.5091,164.9341
0.24,0.000385,1.0,0.999616,0.116933,19.286,164.9313
0.25,0.000401,1.0,0.9996,0.121634,20.0609,164.9284
0.26,0.000417,1.0,0.999585,0.126322,20.8338,164.9256
0.27,0.000432,1.0,0.999569,0.130999,21.6048,164.9228
0.28,0.000448,1.0,0.999554,0.135664,22.3738,164.92
0.29,0.000464,1.0,0.999538,0.140318,23.1408,164.9172
0.3,0.000479,1.0,0.999522,0.144959,23.9059,164.9144
0.31,0.000495,1.0,0.999507,0.149589,24.669,164.9116
0.32,0.00051,1.0,0.999492,0.154208,25.4302,164.9088
0.33,0.000525,1.0,0.999476,0.158814,26.1894,164.906
0.34,0.000541,1.0,0.999461,0.163409,26.9467,164.9032
0.35000000000000003,0.000556,1.0,0.999445,0.167993,27.7021,164.9005
0.36,0.000571,1.0,0.99943,0.172565,28.4556,164.8977
0.37,0.000587,1.0,0.999415,0.177126,29.2071,164.895
0.38,0.000602,1.0,0.9994,0.181675,29.9568,164.8922
0.39,0.000608,1.0,0.999392,0.186212,30.0,164.8907
0.4,0.000608,1.0,0.999392,0.190739,30.0,164.8905
0.41000000000000003,0.000608,1.0,0.999392,0.195254,30.0,164.8904
0.42,0.000608,1.0,0.999392,0.199758,30.0,164.8902
0.43,0.000608,1.0,0.999392,0.20425,30.0,164.8901
0.44,0.000608,1.0,0.999392,0.208731,30.0,164.89
0.45,0.000608,1.0,0.999392,0.213201,30.0,164.8899
0.46,0.000608,1.0,0.999392,0.21766,30.0,164.8898
0.47000000000000003,0.000608,1.0,0.999392,0.222108,30.0,164.8898
0.48,0.000608,1.0,0.999392,0.226545,30.0,164.8897
0.49,0.000608,1.0,0.999392,0.23097,30.0,164.8897
0.5,0.000608,1.0,0.999392,0.235385,30.0,164.8897
0.51,0.000608,1.0,0.999392,0.239789,30.0,164.8897
0.52,0.000608,1.0,0.999392,0.244181,30.0,164.8897
0.53,0.000608,1.0,0.999392,0.248563,30.0,164.8897
0.54,0.000608,1.0,0.999392,0.252933,30.0,164.8897
0.55,0.000608,1.0,0.999392,0.257293,30.0,164.8897
0.56,0.000608,1.0,0.999392,0.261642,30.0,164.8897
0.5700000000000001,0.000608,1.0,0.999392,0.26598,30.0,164.8897
0.58,0.000608,1.0,0.999392,0.270307,30.0,164.8897
0.59,0.000608,1.0,0.999392,0.274623,30.0,164.8897
0.6,0.000608,1.0,0.999392,0.278929,30.0,164.8897
0.61,0.000608,1.0,0.999392,0.283224,30.0,164.8897
0.62,0.000608,1.0,0.999392,0.287508,30.0,164.8897
0.63,0.000608,1.0,0.999392,0.291781,30.0,164.8897
0.64,0.000608,1.0,0.999392,0.296044,30.0,164.8897
0.65,0.000608,1.0,0.999392,0.300296,30.0,164.8897
0.66,0.000608,1.0,0.999392,0.304537,30.0,164.8897
0.67,0.000608,1.0,0.999392,0.308768,30.0,164.8897
0.68,0.000608,1.0,0.999392,0.312989,30.0,164.8897
0.6900000000000001,0.000608,1.0,0.999392,0.317198,30.0,164.8897
0.7000000000000001,0.000608,1.0,0.999392,0.321398,30.0,164.8897
0.71,0.000608,1.0,0.999392,0.325586,30.0,164.8897
0.72,0.000608,1.0,0.999392,0.329765,30.0,164.8897
0.73,0.000608,1.0,0.999392,0.333932,30.0,164.8897
0.74,0.000608,1.0,0.999392,0.33809,30.0,164.8897
