t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0004,0.06,150.0142
0.01,9e-06,1.0,0.999992,0.004392,0.6596,150.1631
0.02,2.1e-05,1.0,0.99998,0.008371,1.2582,150.3112
0.03,3.3e-05,1.0,0.999968,0.012335,1.8559,150.4594
0.04,4.6e-05,1.0,0.999956,0.016285,2.4527,150.6075
0.05,5.8e-05,1.0,0.999944,0.020222,3.0486,150.7557
0.06,7e-05,1.0,0.999932,0.024145,3.6435,150.9039
0.07,8.2e-05,1.0,0.999919,0.028054,4.2376,151.052
0.08,9.4e-05,1.0,0.999907,0.031949,4.8307,151.2002
0.09,0.000106,1.0,0.999895,0.035831,5.4229,151.3483
0.1,0.000118,1.0,0.999883,0.039699,6.0142,151.4965
0.11,0.00013,1.0,0.999871,0.043553,6.6046,151.6446
0.12,0.000142,1.0,0.99986,0.047394,7.1941,151.7928
0.13,0.000154,1.0,0.999848,0.051222,7.7827,151.9409
0.14,0.000166,1.0,0.999836,0.055036,8.3704,152.0891
0.15,0.000177,1.0,0.999824,0.058837,8.9571,152.2372
0.16,0.000189,1.0,0.999812,0.062624,9.543,152.3853
0.17,0.000201,1.0,0.9998,0.066398,10.1279,152.5335
0.18,0.000213,1.0,0.999788,0.070159,10.712,152.6816
0.19,0.000225,1.0,0.999776,0.073907,11.2951,152.8297
0.2,0.000237,1.0,0.999765,0.077641,11.8774,152.9778
0.21,0.000248,1.0,0.999753,0.081363,12.4587,153.126
0.22,0.00026,1.0,0.999741,0.085071,13.0392,153.2741
0.23,0.000272,1.0,0.999729,0.088766,13.6187,153.4222
0.24,0.000284,1.0,0.999718,0.092449,14.1974,153.5703
0.25,0.000295,1.0,0.999706,0.096118,14.7751,153.7184
0.26,0.000307,1.0,0.999694,0.099775,15.352,153.8665
0.27,0.000319,1.0,0.999682,0.103419,15.928,154.0146
0.28,0.00033,1.0,0.999671,0.10705,16.5031,154.1627
0.29,0.000342,1.0,0.999659,0.110668,17.0773,154.3109
0.3,0.000354,1.0,0.999648,0.114273,17.6506,154.459
0.31,0.000365,1.0,0.999636,0.117866,18.223,154.607
0.32,0.000377,1.0,0.999624,0.121447,18.7945,154.7551
0.33,0.000388,1.0,0.999613,0.125015,19.3652,154.9032
0.34,0.0004,1.0,0.999601,0.12857,19.9349,155.0513
0.35000000000000003,0.000412,1.0,0.99959,0.132113,20.5038,155.1994
0.36,0.000423,1.0,0.999578,0.135643,21.0718,155.3475
0.37,0.000435,1.0,0.999567,0.139161,21.6389,155.4956
0.38,0.000446,1.0,0.999555,0.142667,22.2052,155.6437
0.39,0.000457,1.0,0.999544,0.14616,22.7705,155.7917
0.4,0.000469,1.0,0.999532,0.149641,23.335,155.9398
0.41000000000000003,0.00048,1.0,0.999521,0.15311,23.8986,156.0879
0.42,0.000492,1.0,0.999509,0.156567,24.4613,156.236
0.43,0.000503,1.0,0.999498,0.160011,25.0232,156.384
0.44,0.000515,1.0,0.999487,0.163444,25.5842,156.5321
0.45,0.000526,1.0,0.999475,0.166864,26.1443,156.6802
0.46,0.000537,1.0,0.999464,0.170273,26.7036,156.8282
0.47000000000000003,0.000549,1.0,0.999453,0.173669,27.262,156.9763
0.48,0.00056,1.0,0.999441,0.177054,27.8195,157.1243
0.49,0.000571,1.0,0.99943,0.180427,28.3761,157.2724
0.5,0.000582,1.0,0.999419,0.183788,28.9319,157.4204
0.51,0.000594,1.0,0.999407,0.187137,29.4868,157.5685
0.52,0.000605,1.0,0.999396,0.190474,30.0409,157.7165
0.53,0.000616,1.0,0.999385,0.1938,30.5941,157.8646
0.54,0.000627,1.0,0.999374,0.197114,31.1464,158.0126
0.55,0.000638,1.0,0.999363,0.200416,31.6979,158.1607
0.56,0.00065,1.0,0.999351,0.203707,32.2486,158.3087
0.5700000000000001,0.000661,1.0,0.99934,0.206986,32.7983,158.4567
0.58,0.000672,1.0,0.999329,0.210254,33.3473,158.6048
0.59,0.000683,1.0,0.999318,0.21351,33.8953,158.7528
0.6,0.000694,1.0,0.999307,0.216755,34.4425,158.9008
0.61,0.000705,1.0,0.999296,0.219988,34.9889,159.0489
0.62,0.000716,1.0,0.999285,0.223211,35.5344,159.1969
0.63,0.000727,1.0,0.999274,0.226421,36.0791,159.3449
0.64,0.000738,1.0,0.999263,0.229621,36.6229,159.4929
0.65,0.000749,1.0,0.999252,0.232809,37.1659,159.6409
0.66,0.00076,1.0,0.999241,0.235986,37.708,159.789
0.67,0.000771,1.0,0.99923,0.239152,38.2493,159.937
0.68,0.000782,1.0,0.999219,0.242307,38.7898,160.085
0.6900000000000001,0.000793,1.0,0.999208,0.245451,39.3294,160.233
0.7000000000000001,0.000804,1.0,0.999197,0.248584,39.8681,160.381
0.71,0.000815,1.0,0.999186,0.251706,40.4061,160.529
0.72,0.000826,1.0,0.999175,0.254816,40.9432,160.677
0.73,0.000837,1.0,0.999164,0.257916,41.4794,160.825
0.74,0.000848,1.0,0.999153,0.261005,42.0148,160.973
0.75,0.000858,1.0,0.999143,0.264084,42.5494,161.121
0.76,0.000869,1.0,0.999132,0.267151,43.0832,161.269
0.77,0.00088,1.0,0.999121,0.270208,43.6161,161.417
0.78,0.000891,1.0,0.99911,0.273254,44.1482,161.565
0.79,0.000902,1.0,0.999099,0.276289,44.6795,161.713
0.8,0.000912,1.0,0.999089,0.279314,45.21,161.861
0.81,0.000923,1.0,0.999078,0.282328,45.7396,162.0089
0.8200000000000001,0.000934,1.0,0.999067,0.285331,46.2684,162.1569
0.8300000000000001,0.000945,1.0,0.999056,0.288324,46.7964,162.3049
0.84,0.000955,1.0,0.999046,0.291306,47.3235,162.4529
0.85,0.000966,1.0,0.999035,0.294278,47.8499,162.6009
0.86,0.000977,1.0,0.999024,0.29724,48.3754,162.7488
0.87,0.000987,1.0,0.999014,0.300191,48.9001,162.8968
0.88,0.000998,1.0,0.999003,0.303131,49.424,163.0448
0.89,0.001008,1.0,0.998993,0.306062,49.9471,163.1927
0.9,0.001013,1.0,0.998987,0.308982,50.0,163.3415
0.91,0.001013,1.0,0.998987,0.311892,50.0,163.4912
0.92,0.001013,1.0,0.998987,0.314792,50.0,163.6409
0.93,0.001013,1.0,0.998987,0.317681,50.0,163.7906
0.9400000000000001,0.001013,1.0,0.998987,0.320561,50.0,163.9403
0.9500000000000001,0.001013,1.0,0.998987,0.32343,50.0,164.09
0.96,0.001013,1.0,0.998987,0.32629,50.0,164.2397
0.97,0.001013,1.0,0.998987,0.329139,50.0,164.3894
0.98,0.001013,1.0,0.998987,0.331979,50.0,164.539
0.99,0.001013,1.0,0.998987,0.334808,50.0,164.6887
1.0,0.001013,-1.0,-1.001013,0.336828,50.0,165.1578
1.01,0.001013,-1.0,-1.001013,0.331653,50.0,165.158
1.02,0.001013,-1.0,-1.001013,0.326496,50.0,165.1581
1.03,0.001013,-1.0,-1.001013,0.321358,50.0,165.1583
