t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0004,0.0601,150.1492
0.01,9e-06,1.0,0.999992,0.004398,0.6669,151.648
0.02,2.2e-05,1.0,0.99998,0.008392,1.2851,153.1461
0.03,3.4e-05,1.0,0.999967,0.012381,1.9147,154.644
0.04,4.7e-05,1.0,0.999954,0.016367,2.5556,156.1419
0.05,6e-05,1.0,0.999941,0.020349,3.2077,157.6397
0.06,7.4e-05,1.0,0.999928,0.024326,3.8712,159.1373
0.07,8.7e-05,1.0,0.999914,0.0283,4.5459,160.6349
0.08,0.000101,1.0,0.9999,0.032269,5.2319,162.1324
0.09,0.000115,1.0,0.999886,0.036235,5.9291,163.6298
0.1,0.00013,1.0,0.999872,0.040196,6.6315,164.9771
0.11,0.000143,1.0,0.999858,0.044154,7.2842,164.9747
0.12,0.000156,1.0,0.999845,0.048107,7.9364,164.9723
0.13,0.000169,1.0,0.999832,0.052057,8.5878,164.9699
0.14,0.000183,1.0,0.999819,0.056002,9.2385,164.9675
0.15,0.000196,1.0,0.999805,0.059944,9.8886,164.9651
0.16,0.000209,1.0,0.999792,0.063881,10.538,164.9628
0.17,0.000222,1.0,0.999779,0.067815,11.1867,164.9604
0.18,0.000235,1.0,0.999766,0.071744,11.8348,164.958
0.19,0.000248,1.0,0.999753,0.07567,12.4821,164.9557
0.2,0.000262,1.0,0.99974,0.079591,13.1288,164.9533
0.21,0.000275,1.0,0.999727,0.083509,13.7748,164.9509
0.22,0.000288,1.0,0.999714,0.087422,14.4202,164.9486
0.23,0.000301,1.0,0.999701,0.091332,15.0649,164.9462
0.24,0.000314,1.0,0.999687,0.095238,15.7089,164.9439
0.25,0.000327,1.0,0.999674,0.099139,16.3522,164.9415
0.26,0.00034,1.0,0.999661,0.103037,16.9949,164.9392
0.27,0.000353,1.0,0.999648,0.106931,17.6369,164.9368
0.28,0.000366,1.0,0.999635,0.110821,18.2782,164.9345
0.29,0.000379,1.0,0.999622,0.114707,18.9188,164.9322
0.3,0.000392,1.0,0.999609,0.118589,19.5588,164.9298
0.31,0.000405,1.0,0.999596,0.122467,20.1982,164.9275
0.32,0.000418,1.0,0.999584,0.126341,20.8368,164.9252
0.33,0.000431,1.0,0.999571,0.130211,21.4748,164.9228
0.34,0.000444,1.0,0.999558,0.134078,22.1121,164.9205
0.35000000000000003,0.000457,1.0,0.999545,0.13794,22.7488,164.9182
0.36,0.000469,1.0,0.999532,0.141798,23.3848,164.9159
0.37,0.000482,1.0,0.999519,0.145653,24.0201,164.9135
0.38,0.000495,1.0,0.999506,0.149504,24.6548,164.9112
0.39,0.000508,1.0,0.999493,0.15335,25.2888,164.9089
0.4,0.000521,1.0,0.99948,0.157193,25.9222,164.9066
0.41000000000000003,0.000534,1.0,0.999468,0.161032,26.5549,164.9043
0.42,0.000546,1.0,0.999455,0.164867,27.1869,164.902
0.43,0.000559,1.0,0.999442,0.168699,27.8183,164.8997
0.44,0.000572,1.0,0.999429,0.172526,28.4491,164.8974
0.45,0.000585,1.0,0.999416,0.176349,29.0791,164.8951
0.46,0.000598,1.0,0.999404,0.180169,29.7085,164.8928
0.47000000000000003,0.00061,1.0,0.999391,0.183985,30.3373,164.8905
0.48,0.000623,1.0,0.999378,0.187796,30.9654,164.8882
0.49,0.000636,1.0,0.999365,0.191604,31.5929,164.8859
0.5,0.000649,1.0,0.999353,0.195408,32.2197,164.8836
0.51,0.000661,1.0,0.99934,0.199209,32.8458,164.8813
0.52,0.000674,1.0,0.999327,0.203005,33.4713,164.879
0.53,0.000687,1.0,0.999315,0.206798,34.0961,164.8768
0.54,0.000699,1.0,0.999302,0.210586,34.7203,164.8745
0.55,0.000712,1.0,0.999289,0.214371,35.3439,164.8722
0.56,0.000724,1.0,0.999277,0.218152,35.9668,164.8699
0.5700000000000001,0.000737,1.0,0.999264,0.22193,36.589,164.8677
0.58,0.00075,1.0,0.999252,0.225703,37.2106,164.8654
0.59,0.000762,1.0,0.999239,0.229473,37.8316,164.8631
0.6,0.000775,1.0,0.999226,0.233238,38.4519,164.8609
0.61,0.000787,1.0,0.999214,0.237,39.0715,164.8586
0.62,0.0008,1.0,0.999201,0.240758,39.6906,164.8563
0.63,0.000812,1.0,0.999189,0.244513,40.3089,164.8541
0.64,0.000825,1.0,0.999176,0.248263,40.9267,164.8518
0.65,0.000838,1.0,0.999164,0.25201,41.5437,164.8496
0.66,0.00085,1.0,0.999151,0.255753,42.1602,164.8473
0.67,0.000863,1.0,0.999139,0.259492,42.776,164.8451
0.68,0.000875,1.0,0.999126,0.263227,43.3912,164.8428
0.6900000000000001,0.000887,1.0,0.999114,0.266959,44.0057,164.8406
0.7000000000000001,0.0009,1.0,0.999101,0.270687,44.6196,164.8383
0.71,0.000912,1.0,0.999089,0.274411,45.2328,164.8361
0.72,0.000925,1.0,0.999077,0.278131,45.8454,164.8339
0.73,0.000937,1.0,0.999064,0.281848,46.4574,164.8316
0.74,0.00095,1.0,0.999052,0.28556,47.0687,164.8294
0.75,0.000962,1.0,0.999039,0.289269,47.6794,164.8272
0.76,0.000974,1.0,0.999027,0.292974,48.2895,164.8249
0.77,0.000987,1.0,0.999015,0.296676,48.8989,164.8227
0.78,0.000999,1.0,0.999002,0.300374,49.5077,164.8205
0.79,0.001011,1.0,0.99899,0.304067,50.0,164.8183
0.8,0.001013,1.0,0.998987,0.307758,50.0,164.8176
0.81,0.001013,1.0,0.998987,0.311444,50.0,164.8174
0.8200000000000001,0.001013,1.0,0.998987,0.315127,50.0,164.8173
0.8300000000000001,0.001013,1.0,0.998987,0.318806,50.0,164.8171
0.84,0.001013,1.0,0.998987,0.322482,50.0,164.817
0.85,0.001013,1.0,0.998987,0.326154,50.0,164.817
0.86,0.001013,1.0,0.998987,0.329822,50.0,164.8169
0.87,0.001013,1.0,0.998987,0.333486,50.0,164.8168
0.88,0.001013,1.0,0.998987,0.337147,50.0,164.8168
0.89,0.001013,1.0,0.998987,0.340804,50.0,164.8168
0.9,0.001013,1.0,0.998987,0.344458,50.0,164.8168
