t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0003,0.045,150.0142
0.01,7e-06,1.0,0.999994,0.003298,0.4953,150.1633
0.02,1.6e-05,1.0,0.999985,0.006294,0.946,150.312
0.03,2.5e-05,1.0,0.999976,0.009286,1.3972,150.4606
0.04,3.4e-05,1.0,0.999967,0.012275,1.8488,150.6092
0.05,4.3e-05,1.0,0.999957,0.015262,2.3008,150.7578
0.06,5.3e-05,1.0,0.999948,0.018245,2.7533,150.9064
0.07,6.2e-05,1.0,0.999939,0.021225,3.2061,151.055
0.08,7.1e-05,1.0,0.99993,0.024202,3.6595,151.2036
0.09,8e-05,1.0,0.999921,0.027176,4.1132,151.3522
0.1,8.9e-05,1.0,0.999912,0.030148,4.5674,151.5008
0.11,9.9e-05,1.0,0.999902,0.033116,5.022,151.6493
0.12,0.000108,1.0,0.999893,0.036081,5.477,151.7979
0.13,0.000117,1.0,0.999884,0.039043,5.9325,151.9465
0.14,0.000126,1.0,0.999875,0.042003,6.3884,152.095
0.15,0.000136,1.0,0.999865,0.044959,6.8447,152.2436
0.16,0.000145,1.0,0.999856,0.047912,7.3015,152.3921
0.17,0.000154,1.0,0.999847,0.050863,7.7586,152.5407
0.18,0.000163,1.0,0.999838,0.05381,8.2162,152.6892
0.19,0.000173,1.0,0.999828,0.056754,8.6742,152.8377
0.2,0.000182,1.0,0.999819,0.059696,9.1326,152.9863
0.21,0.000191,1.0,0.99981,0.062634,9.5915,153.1348
0.22,0.0002,1.0,0.9998,0.06557,10.0507,153.2833
0.23,0.00021,1.0,0.999791,0.068502,10.5104,153.4318
0.24,0.000219,1.0,0.999782,0.071432,10.9705,153.5803
0.25,0.000228,1.0,0.999773,0.074358,11.431,153.7288
0.26,0.000238,1.0,0.999763,0.077282,11.8919,153.8773
0.27,0.000247,1.0,0.999754,0.080202,12.3532,154.0258
0.28,0.000256,1.0,0.999744,0.08312,12.815,154.1743
0.29,0.000266,1.0,0.999735,0.086035,13.2772,154.3228
0.3,0.000275,1.0,0.999726,0.088947,13.7397,154.4712
0.31,0.000285,1.0,0.999716,0.091856,14.2027,154.6197
0.32,0.000294,1.0,0.999707,0.094762,14.6661,154.7682
0.33,0.000303,1.0,0.999698,0.097665,15.1299,154.9166
0.34,0.000313,1.0,0.999688,0.100565,15.5941,155.0651
0.35000000000000003,0.000322,1.0,0.999679,0.103462,16.0587,155.2135
0.36,0.000332,1.0,0.999669,0.106356,16.5237,155.3619
0.37,0.000341,1.0,0.99966,0.109248,16.9891,155.5104
0.38,0.00035,1.0,0.99965,0.112136,17.455,155.6588
0.39,0.00036,1.0,0.999641,0.115022,17.9212,155.8072
0.4,0.000369,1.0,0.999632,0.117904,18.3878,155.9556
0.41000000000000003,0.000379,1.0,0.999622,0.120784,18.8548,156.104
0.42,0.000388,1.0,0.999613,0.123661,19.3223,156.2524
0.43,0.000398,1.0,0.999603,0.126534,19.7901,156.4008
0.44,0.000407,1.0,0.999594,0.129405,20.2583,156.5492
0.45,0.000417,1.0,0.999584,0.132273,20.7269,156.6976
0.46,0.000426,1.0,0.999575,0.135139,21.196,156.846
0.47000000000000003,0.000436,1.0,0.999565,0.138001,21.6654,156.9944
0.48,0.000445,1.0,0.999556,0.14086,22.1352,157.1428
0.49,0.000455,1.0,0.999546,0.143717,22.6054,157.2911
0.5,0.000464,1.0,0.999537,0.14657,23.076,157.4395
0.51,0.000474,1.0,0.999527,0.149421,23.547,157.5878
0.52,0.000483,1.0,0.999518,0.152269,24.0183,157.7362
0.53,0.000493,1.0,0.999508,0.155114,24.4901,157.8845
0.54,0.000503,1.0,0.999498,0.157956,24.9623,158.0329
0.55,0.000512,1.0,0.999489,0.160795,25.4348,158.1812
0.56,0.000522,1.0,0.999479,0.163632,25.9077,158.3295
0.5700000000000001,0.000531,1.0,0.99947,0.166465,26.3811,158.4779
0.58,0.000541,1.0,0.99946,0.169296,26.8548,158.6262
0.59,0.00055,1.0,0.99945,0.172124,27.3289,158.7745
0.6,0.00056,1.0,0.999441,0.174949,27.8033,158.9228
0.61,0.00057,1.0,0.999431,0.177771,28.2782,159.0711
0.62,0.000579,1.0,0.999422,0.18059,28.7534,159.2194
0.63,0.000589,1.0,0.999412,0.183406,29.2291,159.3677
0.64,0.000599,1.0,0.999402,0.18622,29.7051,159.516
0.65,0.000607,1.0,0.999393,0.189031,30.0,159.6643
0.66,0.000608,1.0,0.999392,0.191839,30.0,159.8139
0.67,0.000608,1.0,0.999392,0.194644,30.0,159.9638
0.68,0.000608,1.0,0.999392,0.197446,30.0,160.1136
0.6900000000000001,0.000608,1.0,0.999392,0.200245,30.0,160.2634
0.7000000000000001,0.000608,1.0,0.999392,0.203042,30.0,160.4132
0.71,0.000608,1.0,0.999392,0.205836,30.0,160.563
0.72,0.000608,1.0,0.999392,0.208627,30.0,160.7129
0.73,0.000608,1.0,0.999392,0.211415,30.0,160.8627
0.74,0.000608,1.0,0.999392,0.214201,30.0,161.0125
0.75,0.000608,1.0,0.999392,0.216984,30.0,161.1623
0.76,0.000608,1.0,0.999392,0.219763,30.0,161.3121
0.77,0.000608,1.0,0.999392,0.222541,30.0,161.4619
0.78,0.000608,1.0,0.999392,0.225315,30.0,161.6118
0.79,0.000608,1.0,0.999392,0.228087,30.0,161.7616
0.8,0.000608,1.0,0.999392,0.230855,30.0,161.9114
0.81,0.000608,1.0,0.999392,0.233622,30.0,162.0612
0.8200000000000001,0.000608,1.0,0.999392,0.236385,30.0,162.211
0.8300000000000001,0.000608,1.0,0.999392,0.239145,30.0,162.3608
0.84,0.000608,1.0,0.999392,0.241903,30.0,162.5107
0.85,0.000608,1.0,0.999392,0.244658,30.0,162.6605
0.86,0.000608,1.0,0.999392,0.247411,30.0,162.8103
0.87,0.000608,1.0,0.999392,0.25016,30.0,162.9601
0.88,0.000608,1.0,0.999392,0.252907,30.0,163.1099
0.89,0.000608,1.0,0.999392,0.255651,30.0,163.2597
0.9,0.000608,1.0,0.999392,0.258392,30.0,163.4096
0.91,0.000608,1.0,0.999392,0.261131,30.0,163.5594
0.92,0.000608,1.0,0.999392,0.263867,30.0,163.7092
0.93,0.000608,1.0,0.999392,0.2666,30.0,163.859
0.9400000000000001,0.000608,1.0,0.999392,0.26933,30.0,164.0088
