t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0005,0.075,150.0142
0.01,1.1e-05,1.0,0.99999,0.005497,0.8255,150.1628
0.02,2.7e-05,1.0,0.999975,0.010489,1.5767,150.3104
0.03,4.2e-05,1.0,0.99996,0.015476,2.3286,150.4581
0.04,5.7e-05,1.0,0.999944,0.020459,3.0812,150.6058
0.05,7.2e-05,1.0,0.999929,0.025436,3.8345,150.7535
0.06,8.8e-05,1.0,0.999914,0.030407,4.5885,150.9012
0.07,0.000103,1.0,0.999899,0.035374,5.3433,151.0488
0.08,0.000118,1.0,0.999883,0.040336,6.0987,151.1965
0.09,0.000134,1.0,0.999868,0.045293,6.8548,151.3441
0.1,0.000149,1.0,0.999853,0.050245,7.6117,151.4918
0.11,0.000164,1.0,0.999837,0.055192,8.3692,151.6394
0.12,0.00018,1.0,0.999822,0.060133,9.1274,151.787
0.13,0.000195,1.0,0.999807,0.06507,9.8864,151.9346
0.14,0.00021,1.0,0.999791,0.070002,10.646,152.0822
0.15,0.000226,1.0,0.999776,0.074928,11.4063,152.2298
0.16,0.000241,1.0,0.99976,0.07985,12.1673,152.3774
0.17,0.000257,1.0,0.999745,0.084767,12.929,152.525
0.18,0.000272,1.0,0.999729,0.089678,13.6914,152.6725
0.19,0.000288,1.0,0.999714,0.094585,14.4545,152.8201
0.2,0.000303,1.0,0.999699,0.099487,15.2183,152.9676
0.21,0.000319,1.0,0.999683,0.104384,15.9827,153.1152
0.22,0.000334,1.0,0.999668,0.109275,16.7478,153.2627
0.23,0.00035,1.0,0.999652,0.114162,17.5137,153.4102
0.24,0.000365,1.0,0.999636,0.119044,18.2801,153.5577
0.25,0.000381,1.0,0.999621,0.123921,19.0473,153.7052
0.26,0.000396,1.0,0.999605,0.128793,19.8151,153.8527
0.27,0.000412,1.0,0.99959,0.13366,20.5837,154.0002
0.28,0.000427,1.0,0.999574,0.138522,21.3528,154.1477
0.29,0.000443,1.0,0.999559,0.143379,22.1227,154.2951
0.3,0.000459,1.0,0.999543,0.148231,22.8932,154.4426
0.31,0.000474,1.0,0.999527,0.153079,23.6644,154.59
0.32,0.00049,1.0,0.999512,0.157921,24.4363,154.7375
0.33,0.000505,1.0,0.999496,0.162758,25.2088,154.8849
0.34,0.000521,1.0,0.99948,0.167591,25.982,155.0323
0.35000000000000003,0.000537,1.0,0.999465,0.172418,26.7558,155.1797
0.36,0.000552,1.0,0.999449,0.177241,27.5304,155.3271
0.37,0.000568,1.0,0.999433,0.182059,28.3055,155.4745
0.38,0.000584,1.0,0.999418,0.186872,29.0813,155.6219
0.39,0.0006,1.0,0.999402,0.19168,29.8578,155.7693
0.4,0.000615,1.0,0.999386,0.196483,30.635,155.9166
0.41000000000000003,0.000631,1.0,0.99937,0.201281,31.4127,156.064
0.42,0.000647,1.0,0.999355,0.206075,32.1912,156.2113
0.43,0.000663,1.0,0.999339,0.210863,32.9703,156.3587
0.44,0.000678,1.0,0.999323,0.215647,33.75,156.506
0.45,0.000694,1.0,0.999307,0.220425,34.5304,156.6533
0.46,0.00071,1.0,0.999291,0.225199,35.3114,156.8006
0.47000000000000003,0.000726,1.0,0.999276,0.229968,36.0931,156.9479
0.48,0.000742,1.0,0.99926,0.234733,36.8754,157.0952
0.49,0.000758,1.0,0.999244,0.239492,37.6583,157.2425
0.5,0.000774,1.0,0.999228,0.244247,38.4419,157.3897
0.51,0.000789,1.0,0.999212,0.248996,39.2261,157.537
0.52,0.000805,1.0,0.999196,0.253741,40.011,157.6843
0.53,0.000821,1.0,0.99918,0.258481,40.7965,157.8315
0.54,0.000837,1.0,0.999164,0.263217,41.5826,157.9787
0.55,0.000853,1.0,0.999149,0.267947,42.3694,158.126
0.56,0.000869,1.0,0.999133,0.272673,43.1568,158.2732
0.5700000000000001,0.000885,1.0,0.999117,0.277393,43.9448,158.4204
0.58,0.000901,1.0,0.999101,0.282109,44.7334,158.5676
0.59,0.000917,1.0,0.999085,0.286821,45.5227,158.7148
0.6,0.000933,1.0,0.999069,0.291527,46.3126,158.862
0.61,0.000949,1.0,0.999053,0.296229,47.1031,159.0091
0.62,0.000965,1.0,0.999037,0.300926,47.8942,159.1563
0.63,0.000981,1.0,0.999021,0.305618,48.686,159.3034
0.64,0.000997,1.0,0.999005,0.310305,49.4783,159.4506
0.65,0.001013,1.0,0.998988,0.314988,50.2713,159.5977
0.66,0.001029,1.0,0.998972,0.319665,51.0649,159.7448
0.67,0.001045,1.0,0.998956,0.324338,51.8591,159.8919
0.68,0.001061,1.0,0.99894,0.329007,52.6539,160.0391
0.6900000000000001,0.001078,1.0,0.998924,0.33367,53.4494,160.1862
0.7000000000000001,0.001094,1.0,0.998908,0.338329,54.2454,160.3332
