t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0004,0.06,150.0142
0.01,9e-06,1.0,0.999992,0.004398,0.6604,150.1631
0.02,2.1e-05,1.0,0.99998,0.008392,1.2613,150.3112
0.03,3.4e-05,1.0,0.999968,0.012381,1.8629,150.4594
0.04,4.6e-05,1.0,0.999955,0.016367,2.465,150.6075
0.05,5.8e-05,1.0,0.999943,0.020349,3.0677,150.7557
0.06,7e-05,1.0,0.999931,0.024326,3.6709,150.9038
0.07,8.2e-05,1.0,0.999919,0.0283,4.2747,151.0519
0.08,9.5e-05,1.0,0.999907,0.032269,4.8791,151.2
0.09,0.000107,1.0,0.999894,0.036235,5.4841,151.3482
0.1,0.000119,1.0,0.999882,0.040196,6.0896,151.4963
0.11,0.000131,1.0,0.99987,0.044154,6.6957,151.6444
0.12,0.000144,1.0,0.999858,0.048107,7.3023,151.7925
0.13,0.000156,1.0,0.999845,0.052057,7.9096,151.9406
0.14,0.000168,1.0,0.999833,0.056002,8.5173,152.0886
0.15,0.000181,1.0,0.999821,0.059944,9.1257,152.2367
0.16,0.000193,1.0,0.999808,0.063882,9.7346,152.3848
0.17,0.000205,1.0,0.999796,0.067815,10.344,152.5328
0.18,0.000218,1.0,0.999784,0.071745,10.954,152.6809
0.19,0.00023,1.0,0.999771,0.07567,11.5646,152.8289
0.2,0.000242,1.0,0.999759,0.079592,12.1757,152.977
0.21,0.000255,1.0,0.999746,0.08351,12.7874,153.125
0.22,0.000267,1.0,0.999734,0.087423,13.3996,153.273
0.23,0.00028,1.0,0.999722,0.091333,14.0124,153.421
0.24,0.000292,1.0,0.999709,0.095239,14.6257,153.569
0.25,0.000305,1.0,0.999697,0.099141,15.2396,153.717
0.26,0.000317,1.0,0.999684,0.103038,15.854,153.865
0.27,0.000329,1.0,0.999672,0.106932,16.469,154.013
0.28,0.000342,1.0,0.999659,0.110822,17.0845,154.161
0.29,0.000354,1.0,0.999647,0.114708,17.7005,154.3089
0.3,0.000367,1.0,0.999634,0.11859,18.3171,154.4569
0.31,0.000379,1.0,0.999622,0.122469,18.9342,154.6049
0.32,0.000392,1.0,0.999609,0.126343,19.5519,154.7528
0.33,0.000404,1.0,0.999597,0.130213,20.1701,154.9007
0.34,0.000417,1.0,0.999584,0.13408,20.7889,155.0487
0.35000000000000003,0.000429,1.0,0.999572,0.137942,21.4081,155.1966
0.36,0.000442,1.0,0.999559,0.141801,22.028,155.3445
0.37,0.000455,1.0,0.999547,0.145655,22.6483,155.4924
0.38,0.000467,1.0,0.999534,0.149506,23.2692,155.6403
0.39,0.00048,1.0,0.999521,0.153353,23.8906,155.7882
0.4,0.000492,1.0,0.999509,0.157196,24.5125,155.9361
0.41000000000000003,0.000505,1.0,0.999496,0.161035,25.135,156.084
0.42,0.000518,1.0,0.999484,0.16487,25.758,156.2319
0.43,0.00053,1.0,0.999471,0.168702,26.3815,156.3797
0.44,0.000543,1.0,0.999458,0.172529,27.0055,156.5276
0.45,0.000556,1.0,0.999446,0.176353,27.6301,156.6755
0.46,0.000568,1.0,0.999433,0.180172,28.2552,156.8233
0.47000000000000003,0.000581,1.0,0.99942,0.183988,28.8808,156.9711
0.48,0.000594,1.0,0.999408,0.1878,29.5069,157.119
0.49,0.000606,1.0,0.999395,0.191608,30.1336,157.2668
0.5,0.000619,1.0,0.999382,0.195412,30.7607,157.4146
0.51,0.000632,1.0,0.99937,0.199213,31.3884,157.5624
0.52,0.000644,1.0,0.999357,0.203009,32.0166,157.7102
0.53,0.000657,1.0,0.999344,0.206802,32.6453,157.858
0.54,0.00067,1.0,0.999331,0.210591,33.2746,158.0058
0.55,0.000683,1.0,0.999319,0.214376,33.9043,158.1536
0.56,0.000695,1.0,0.999306,0.218157,34.5345,158.3014
0.5700000000000001,0.000708,1.0,0.999293,0.221934,35.1653,158.4491
