t,position,setpoint,error,psi,torque,Ec
0.0,0.0,1.0,1.0,0.0003,0.045,150.1492
0.01,7e-06,1.0,0.999994,0.003298,0.5002,151.6483
0.02,1.6e-05,1.0,0.999985,0.006294,0.9639,153.1468
0.03,2.6e-05,1.0,0.999975,0.009286,1.436,154.6453
0.04,3.5e-05,1.0,0.999966,0.012275,1.9167,156.1437
0.05,4.5e-05,1.0,0.999956,0.015262,2.4059,157.642
0.06,5.5e-05,1.0,0.999946,0.018245,2.9035,159.1403
0.07,6.6e-05,1.0,0.999935,0.021225,3.4095,160.6385
0.08,7.6e-05,1.0,0.999925,0.024202,3.9241,162.1366
0.09,8.6e-05,1.0,0.999915,0.027176,4.447,163.6346
0.1,9.7e-05,1.0,0.999904,0.030148,4.9738,164.9826
0.11,0.000107,1.0,0.999894,0.033116,5.4635,164.9808
0.12,0.000117,1.0,0.999884,0.036081,5.9526,164.979
0.13,0.000127,1.0,0.999874,0.039043,6.4413,164.9772
0.14,0.000137,1.0,0.999864,0.042003,6.9294,164.9754
0.15,0.000147,1.0,0.999854,0.044959,7.417,164.9736
0.16,0.000157,1.0,0.999844,0.047912,7.9041,164.9719
0.17,0.000167,1.0,0.999834,0.050862,8.3908,164.9701
0.18,0.000176,1.0,0.999825,0.05381,8.8769,164.9683
0.19,0.000186,1.0,0.999815,0.056754,9.3625,164.9665
0.2,0.000196,1.0,0.999805,0.059695,9.8476,164.9648
0.21,0.000206,1.0,0.999795,0.062634,10.3322,164.963
0.22,0.000216,1.0,0.999785,0.065569,10.8164,164.9612
0.23,0.000226,1.0,0.999775,0.068502,11.3,164.9595
0.24,0.000235,1.0,0.999766,0.071431,11.7831,164.9577
0.25,0.000245,1.0,0.999756,0.074358,12.2657,164.9559
0.26,0.000255,1.0,0.999746,0.077281,12.7478,164.9542
0.27,0.000265,1.0,0.999736,0.080202,13.2295,164.9524
0.28,0.000274,1.0,0.999727,0.083119,13.7106,164.9507
0.29,0.000284,1.0,0.999717,0.086034,14.1912,164.9489
0.3,0.000294,1.0,0.999707,0.088946,14.6714,164.9471
0.31,0.000304,1.0,0.999697,0.091855,15.151,164.9454
0.32,0.000313,1.0,0.999688,0.094761,15.6302,164.9436
0.33,0.000323,1.0,0.999678,0.097664,16.1088,164.9419
0.34,0.000333,1.0,0.999668,0.100564,16.587,164.9402
0.35000000000000003,0.000342,1.0,0.999659,0.103461,17.0647,164.9384
0.36,0.000352,1.0,0.999649,0.106355,17.5418,164.9367
0.37,0.000362,1.0,0.999639,0.109246,18.0185,164.9349
0.38,0.000371,1.0,0.99963,0.112135,18.4947,164.9332
0.39,0.000381,1.0,0.99962,0.11502,18.9704,164.9315
0.4,0.000391,1.0,0.99961,0.117903,19.4456,164.9297
0.41000000000000003,0.0004,1.0,0.999601,0.120782,19.9204,164.928
